,title,combined_text,bottom_label,top_label
111,self-employment and universal credit,self-employment and universal credit claiming universal credit if you're self-employed - eligibility reporting your earnings start up periods universal credit is a monthly payment to help with your living costs. you may be able to get it if you’re on a low income or out of work. if you live in northern ireland go to universal credit in northern ireland . find out if you’re eligible for universal credit . providing information about your earnings everyone claiming universal credit needs to report their self employed earnings at the end of each monthly assessment period. this includes company directors even those paying themselves by paye. you’ll need to report payments into and out of your business in the assessment period. this includes: total amount your business received how much your business spent on different types of expenses such as travel costs stock equipment and tools clothing and office costs how much tax and national insurance you paid any money you paid into a pension what type of work counts for universal credit all work is taken into consideration for universal credit. if you’re expected to look for and be available for work then it needs to be identified whether you’re ‘gainfully self employed’. gainful self employment means that: your main employment is self employment you have self employed earnings your work is organised developed regular and in expectation of profit you must provide evidence about your business and earnings to your work coach for example your: tax returns accounts and any business plan unique taxpayer reference (utr) if you’re registered for self assessment customer and supplier lists receipts and invoices marketing materials if you’re gainfully self employed you’re exempt from job search responsibilities and can concentrate on growing your business and earnings. if you’re not gainfully self employed you’ll need to look for other work. you still have to report any earnings from your self employment. you can ask to be reassessed in the future. how your universal credit payment is worked out if you’re gainfully self employed your universal credit payment may be calculated using an assumed level of earnings called a minimum income floor. it’s based on what an employed person on minimum wage would expect to earn in similar circumstances. if you earn more than this then your universal credit amount is based on your actual earnings. if you earn less the minimum income floor is used to work out how much you can get. you may need to look for additional work to top up your income. if you’re both self employed and employed your universal credit payment will be worked out using your combined earnings or any applicable minimum income floor whichever is higher. if you’re newly self employed if you’re within 12 months of starting your business you may be eligible for a start up period of up to 12 months. during your start up period your monthly earnings are used to work out your universal credit and the minimum income floor doesn’t apply. you’ll also receive support from a work coach who’s trained to work with the self employed. you’ll need to attend quarterly appointments with your work coach providing evidence to show that you’re still gainfully self employed and actively taking steps to build your business. you’re only entitled to one start up period unless it has been more than 5 years since your previous one and you’ve started a completely different type of self employment. reporting changes in your circumstances you’ll need to report any change in circumstances for example if you: close your business start a different kind of business take a permanent job are no longer able to work depending on the change your gainful self employment may need to be reassessed.,28,4
16,universal credit: detailed information for claimants,universal credit: detailed information for claimants this collection brings together detailed information for people claiming universal credit. universal credit is a monthly payment to help with your living costs. you may be able to get it if you’re on a low income or out of work.,28,4
100,universal credit if you have a disability or health condition,universal credit if you have a disability or health condition the support that is available for universal credit claimants who have a disability or health condition. this guide provides information on the support and financial help that is available for universal credit claimants who have a disability or health condition. it explains how universal credit simplifies the claim process and gives an overview of the changes that universal credit brings. it also covers work capability assessments and how these relate to the universal credit claimant commitment as well as how what is expected of a claimant will depend on their personal situation. there’s also information on how universal credit supports claimants who are able to work or prepare for work or may be able to in the future. read more about universal credit . universal credit: health conditions and disability guide html,29,4
77,self-employment for people with disabilities and health conditions,self-employment for people with disabilities and health conditions this research explores the experiences of self-employment for individuals with disabilities and health conditions and the types of support wanted in this area. the green paper improving lives: the future of work health and disability highlighted: the potential advantages of self employment for people with disabilities and health conditions the importance of support for those who wish to pursue self employment the department for work and pensions ( dwp ) had little evidence regarding the benefits of self employment for disabled people and those with health conditions and the particular difficulties these individuals face. dwp commissioned this research to build the evidence base in this area and to understand: the experience of self employment for individuals with disabilities and health conditions the additional barriers they face when starting sustaining or growing in self employment what works in terms of self employment support research value the findings have identified barriers and benefits to self employment for individuals with disabilities and health conditions as well as types of support wanted in this area. dwp is using the findings to: influence the design of the future offer for self employment in the interests of people with a health condition or disability inform work on the future of new enterprise allowance develop the roles of universal credit work coaches for the self employed authors: lorna adams becky cartmell rowan foster matthew foxwell leo holker alex pearson and gill stewart (iff research) marc cowling (brighton business school) john kitching (kingston business school) summary: understanding self-employment for people with disabilities and health conditions html understanding self-employment for people with disabilities and health conditions ref: isbn 978-1-78659-137-1 rr974 pdf 640kb 83 pages this file may not be suitable for users of assistive technology. request an accessible format. if you use assistive technology (such as a screen reader) and need a version of this document in a more accessible format please email accessible.formats@dwp.gov.uk . please tell us what format you need. it will help us if you say what assistive technology you use.,29,4
21,health conditions disability and universal credit,health conditions disability and universal credit if you have a health condition or disability you’ll have an assessment to work out how much universal credit you can get and what you need to do in return universal credit is a monthly payment to help with your living costs. you may be able to get it if you’re on a low income or out of work. find out if you’re eligible for universal credit . this guide is also available in welsh (cymraeg) . if you live in northern ireland go to universal credit in northern ireland . if you have a health condition or disability you might get an extra amount of universal credit if you have a health condition or disability that prevents you from working or preparing for work. your monthly payment is based on your circumstances for example your health condition or disability income and housing costs. if you made a new universal credit claim on or after 3 april 2017 and have limited capability for work you won’t get the extra amount. you may also be eligible for ‘new style’ employment and support allowance . terminal illness if you’re terminally ill you may get extra money for universal credit. if you’re making a new claim you can declare this during your application. if you’ve already made a claim you’ll need to report this as a change of circumstances . once you’ve done this you’ll find out if you need to have a work capability assessment. work capability assessment after you apply for universal credit you need to complete the universal credit capability for work questionnaire uc50 . you’ll be sent a paper copy of the form with your appointment letter or you can fill it in online and print it. fill in the form and send it to the health assessment advisory service. the address will be on your appointment letter. you’ll then have a work capability assessment. this is to see to what extent your illness or disability affects your ability to work. based on the outcome of the assessment you’ll be placed in one of 3 groups: fit for work limited capability for work you can’t work now but you can prepare to work in the future for example by writing a cv limited capability for work and work related activity you can’t work now and you’re not expected to prepare for work in the future how the assessment affects your claim if you’re fit for work you’ll need to agree to look for work that is suitable for your health condition and be prepared to work. if you have limited capability for work your work coach will discuss your situation and agree steps to help you start preparing for work. you’ll get extra money if you have limited capability for work and work related activity. you don’t need to look for work or prepare for work. your responsibilities you’ll need to agree to do certain things to keep getting universal credit. this is known as your ‘ claimant commitment ’. your commitment is based on your situation and may be affected by the outcome of your work capability assessment. changes to your circumstances you must report any change in circumstances straight away including: changes to your condition for example it gets better or worse a new health condition any other changes such as finding a job or moving in with a partner how starting work affects your claim you may still get universal credit if your condition changes and you can start working again. your payment won’t change until you earn over a certain amount . speak to your work coach or use a benefits calculator to find out how starting work could affect your universal credit payment. other support you can get if you’re claiming universal credit you may also get help with housing costs and childcare costs. use a benefits calculator to find out what other benefits you can claim at the same time for example personal independence payment. you might also get other financial support for example free prescriptions.,29,4
78,universal credit pilot to launch in north yorkshire,universal credit pilot to launch in north yorkshire the work and pensions secretary has announced that benefit claimants in harrogate will be the first to move from old style benefits to universal credit. benefit claimants in harrogate who still receive old style benefits will be the first people moved onto universal credit secretary of state for work and pensions amber rudd has announced today. amber rudd has previously confirmed that up to 10 000 claimants across the country who are on the old system would be moved to universal credit under a pilot scheme to start in july 2019 once regulations have been passed in the house of commons. more than 1.6 million people currently claim universal credit but these are new claimants or people who have had a change in circumstance. all new claimants in the united kingdom now go straight onto universal credit. the process of moving people from the old system to the new system is known as ‘managed migration’. all those in harrogate moving to universal credit will be personally supported by jobcentre plus staff to ensure they get the best possible service. the goal of the pilot is to learn as much as possible about how to help people to move onto universal credit. we will increase numbers as slowly and gradually as necessary expanding to further locations as required. secretary of state for work and pensions amber rudd said: moving people from the old and outdated benefits system to universal credit is a positive and important moment. once on universal credit people will benefit from a more personal service and can expect to receive up to 6 benefits combined into one making it easier for them to manage their money. but the switch needs to be done carefully which is why we are taking a step by step approach to this starting in harrogate. i want to be sure that the switch to universal credit is a hassle free process for claimants and everyone receives the personalised service they deserve. the department for work and pensions will begin to move a small number of people from existing legacy benefits (income based jobseeker’s allowance income related employment and support allowance income support housing benefit working tax credits and child tax credits) to universal credit. as already confirmed claimants will also receive transitional protection to avoid cash loss at the point of moving to universal credit. harrogate was chosen after careful consideration because of a range of factors including the local jobcentre’s significant experience of universal credit. and additional support will be put in place at harrogate jobcentre plus including bespoke support that will also be on hand for vulnerable claimants including home visits. the completion of the moving legacy benefit claimants to universal credit is set to finish by december 2023. amber rudd has already made changes to improve the fairness of universal credit in january including that the department would stop the introduction of a retrospective benefit limit on families with more than 2 children. contact press office media enquiries for this press release – 020 3267 5141 press office caxton house tothill street london sw1h 9na london press office (national media and london area enquiries only – not questions about personal claims) 020 3267 5144 out of hours (journalists only) 07623 928 975 england and wales (local media enquiries) 029 20 586 then 097 or 098 or 099 scotland (local media enquiries) 0131 310 1122 follow dwp on: twitter facebook linkedin youtube,9,5
8,amber rudd sets out fresh approach to universal credit,amber rudd sets out fresh approach to universal credit work and pensions secretary amber rudd sets out an ambitious new future for universal credit. amber rudd announces that government will not extend the two child limit on universal credit for children born before april 2017 when the policy came into effect benefitting around 15 000 families. other important changes include pressing ahead with a pilot to support 10 000 people from ‘legacy benefits’ on to universal credit in a test and learn approach. universal credit must help everyone reach their full potential and ensure that work always pays while protecting those who cannot work from poverty the work and pensions secretary amber rudd has said today in her first landmark speech. she also announced changes designed to make universal credit fairer including pilot schemes to provide more frequent payments for new claimants a new online system for private landlords and a more flexible approach to childcare provisions. this is in addition to the £4.5 billion boost to the system announced in the budget which included a commitment to increase work allowances by £1 000 a year for 2.4 million households and provide £1 billion to help people moving over from the old benefits system to universal credit. these changes will mean working parents and people with disabilities claiming universal credit will be up to £630 better off each year. speaking at a jobcentre plus in london she said the new benefit system is a force for good for the majority but said greater flexibility is needed to ensure the system works for everyone. secretary of state for work and pensions amber rudd said: there is wide support for the principles we advocate – helping people into work making work pay and providing support in times of need. i want universal credit to gain further support as we roll it out in practice. this means delivering it in a way that meets the needs of claimants who come from every conceivable background and who have incredible potential to achieve their ambitions. amber rudd announced that a pilot of the scheme will take place before a vote on the full migration of existing benefit claimants onto universal credit. from july 2019 up to 10 000 people in the pilot will be carefully supported onto the new benefit. when that is complete the department for work and pensions will return to parliament to seek permission for future migration. this will have no impact on the roll out of universal credit which will be fully rolled out by the end 2023 as previously set out. since being appointed as secretary of state amber rudd has spoken about her motivation to build a fairer and more flexible system for claimants particularly women and families. she announced today that the government will not extend the two child limit on universal credit for children born before april 2017 – which was due to come into place from february 2019. this change means that all children born before that date will continue to be supported by universal credit. this move will benefit around 15 000 families. the speech also covered the minister’s other key priorities for this year including working towards delivering more frequent payments to new universal credit claimants aiming to make budgeting easier for claimants and making sure the system works in the best interests of women. minister for women and equalities penny mordaunt said: the government equalities office has been working across government to ensure every department is supporting women’s economic empowerment. i congratulate amber and the department for work and pensions on the changes set out today. if we want women to thrive to be as financially secure and resilient as they can be and to reach their full potential we need to address the challenges and choices they face. secretary of state for housing communities and local government james brokenshire said: i want everyone to have the security dignity and opportunities they need to build a better life – at the heart of which is ensuring everyone can find a safe and secure home to call their own. the measures announced today will ensure that landlords can receive rent from those on universal credit directly into their accounts. this important change will help strengthen the choices and opportunities available for those on universal credit to secure the homes they and their families need. read the secretary of state’s full speech contact press office media enquiries for this press release – 020 3267 5141 press office caxton house tothill street london sw1h 9na london press office (national media and london area enquiries only – not questions about personal claims) 020 3267 5144 out of hours (journalists only) 07623 928 975 england and wales (local media enquiries) 029 20 586 then 097 or 098 or 099 scotland (local media enquiries) 0131 310 1122 follow dwp on: twitter facebook linkedin youtube,9,5
101,amber rudd: “behind our supportive staff is a compassionate system”,amber rudd: “behind our supportive staff is a compassionate system” after setting out a fresh approach to universal credit work and pensions secretary amber rudd will hear how the changes will help local people in hastings. praising staff for their commitment to support hastings residents amber rudd will also host a summit with local charities including citizens advice to better understand how people in hastings are dealing with benefit changes she is making to the welfare system. there are 4.6 million people in work in the south east with unemployment down 129 000 since 2010. work and pensions secretary amber rudd said: i have long admired the hard work and the empathy of staff at the hastings jobcentre. like all staff across the country they are also unafraid to make sure i hear the unvarnished view. it’s the dedication and experiences of these staff who have helped inform the changes i have sought to make to universal credit. the changes i am making ensure that behind our supportive staff is a fairer and more compassionate system. from scrapping any extension to the 2 child policy limit to stopping unnecessary reassessments for disabled pensioners we are re designing the welfare system so that it supports people who want to work and protects the vulnerable from poverty. the visit is part of amber rudd’s fact finding tour about how universal credit is working for people across the country. as a system that has to work for everyone the secretary of state’s tour is taking in the experiences of people living across the uk from coastal communities like hastings to rural towns and cities including taunton and stoke on trent. today’s (15 march 2019) hastings visit follows the announcement this week that benefit claimants in harrogate will be the first to move from old style benefits to universal credit. amber rudd has already announced changes designed to make universal credit fairer including pilot schemes to provide more frequent payments for new claimants a new online system for private landlords and a more flexible approach to childcare provisions. and earlier this month amber rudd announced new measures to support disabled people including stopping unnecessary reassessments for disabled pensioners. contact press office media enquiries for this press release – 020 3267 5144 press office caxton house tothill street london sw1h 9na london press office (national media and london area enquiries only – not questions about personal claims) 020 3267 5144 out of hours (journalists only) 07623 928 975 england and wales (local media enquiries) 029 20 586 then 097 or 098 or 099 scotland (local media enquiries) 0131 310 1122 follow dwp on: twitter facebook linkedin youtube,9,5
99,amber rudd: harlow jobcentre plus is backing the jobseeker,amber rudd: harlow jobcentre plus is backing the jobseeker work and pensions secretary amber rudd will visit harlow jobcentre plus in essex today to see how universal credit is working for people across the uk. amber rudd has set out a fresh approach to universal credit including help for claimants to access money more regularly and working with private landlords to avoid rent issues. making her first visit since her announcement about the future of the new benefit amber rudd will visit the jobcentre plus in harlow to meet staff and charities working together to help people into employment. there are more than 68 000 people who’ve moved into work in essex since 2010 – delivering a record employment rate of 78.4% above the uk average. work and pensions secretary amber rudd said: for the vast majority of people it is ultimately work not benefits which provides the route to a better life so it’s excellent that staff at the harlow jobcentre plus are already working hard to support local people into employment. i’ve seen that universal credit is a force for good but it’s important to remember that universal should not mean one size fits all. so i want to understand how it is working for different people across the uk and how we can best support these different needs. the changes i’ve announced will help make sure everyone can reach their full potential ensuring that work always pays and protecting those who cannot work from hardship. since her appointment in november amber rudd has been reviewing the government’s key welfare reform universal credit which replaces 6 different benefits with one single payment. earlier this month rudd announced that the government will not extend the 2 child limit on universal credit for children born before april 2017 when the policy came into effect benefiting around 15 000 families. she also announced changes designed to make universal credit fairer including pilot schemes to provide more frequent payments for new claimants a new online system for private landlords and a more flexible approach to childcare provisions. her visit to jobcentre plus in harlow will be an opportunity to understand how the new benefit is working for the community and she will be discussing that with the local citizens advice shaw trust and streets2home a homeless charity based in harlow. local mp robert halfon will also join the visit to explain how the benefit system is helping his constituents. contact press office media enquiries for this press release – 020 3267 5144 press office caxton house tothill street london sw1h 9na london press office (national media and london area enquiries only – not questions about personal claims) 020 3267 5144 out of hours (journalists only) 07623 928 975 england and wales (local media enquiries) 029 20 586 then 097 or 098 or 099 scotland (local media enquiries) 0131 310 1122 follow dwp on: twitter facebook linkedin youtube,9,5
46,amber rudd: west midlands a standard bearer for helping people into work,amber rudd: west midlands a standard bearer for helping people into work work and pensions secretary amber rudd is taking her universal credit fact finding tour to the west midlands. work and pensions secretary amber rudd will take her universal credit fact finding tour to the west midlands today (friday 4 january). the tour forms part of a commitment to review how welfare reforms are impacting people across the country. making her first visit of 2019 to the west midlands amber rudd will be hosted at the jobcentre plus in stoke on trent and yardley birmingham to meet staff including the work coaches who’ve helped many of the 65 000 people who’ve moved into work in the last year in the region – delivering record employment in 2018. work and pensions secretary amber rudd said: universal credit can be a huge force for good and has produced positive results here in the west midlands. one of these is a programme i’ll see today in yardley. it provides special training to british pakistani and british bangladeshi women to help get them into work for the first time. so when i talk about making our welfare system work better and fairer for women the west midlands is a regional leader in this respect and these are exactly the type of schemes i want to see more of. yet i know there is more to do to make sure universal credit is right for every single person who uses it so i’m looking forward to meeting local claimants and our brilliant work coaches to hear directly from them about what is and isn’t working for them. since 2010 the region has seen 276 000 more people enter work – the vast majority in higher skilled roles. 128 000 more jobs were created in it and business services for example. since her appointment in november amber rudd has been reviewing the government’s key welfare reform universal credit which replaces 6 different benefits with one single payment. while the new system has been shown to get people into work more quickly and stay in work longer amber rudd has committed to ensuring it works for all claimants by getting support to people faster. while in the west midlands she will also meet local people using the jobcentre plus to get back into work including women from the british pakistani and british bangladeshi communities taking part in a special mentoring programme in yardley. this follows her new year commitment to make the welfare system work better for women in particular as well as helping more people into work and ensuring they get the support they need more quickly. she will also visit acacia training in stoke – which works with local jobcentres to help unemployed people get the qualifications they need for jobs in nursing childcare and social care. 75 000 more people have secured health and education jobs in the west midlands since 2010. yardley – british pakistani and british bangladeshi mentoring programme employment rates among british pakistani and british bangladeshi women are among the lowest in the uk . that’s why jobcentre staff in yardley launched a mentoring pilot in september 2018 for women from these communities identifying the barriers they faced to entering work. working with local mp jess phillips to help women into the programme they offered tailored support such as training opportunities to gain qualifications and confidence building exercises. many of the women have since found jobs and the programme is expected to be rolled out further this year. more information yardley jobcentre in birmingham has been running universal credit for all new claimants since november 2017 followed by hanley jobcentre in stoke from june 2018. contact press office media enquiries for this press release – 0203 267 5109 press office caxton house tothill street london sw1h 9na london press office (national media and london area enquiries only – not questions about personal claims) 020 3267 5144 out of hours (journalists only) 07623 928 975 england and wales (local media enquiries) 029 20 586 then 097 or 098 or 099 scotland (local media enquiries) 0131 310 1122 follow dwp on: twitter facebook linkedin youtube,9,5
62,amber rudd hears from jobcentres at the heart of south west communities,amber rudd hears from jobcentres at the heart of south west communities a new charity in taunton is helping vulnerable people build their skills and confidence to help them back into work. work and pensions secretary amber rudd has today (friday 1 march) opened the new taunton based community link centre. the centre will work with people who are socially isolated and less likely to access traditional employment services such as jobcentres. amber rudd also visited jobcentres in taunton and chippenham learning about how their work has contributed to the region’s record breaking employment (79.8%). work and pensions secretary amber rudd said: we can be quick to forget the difference having a job makes. for most people being in work is good for their mental and physical health and is the best way for them to secure financial stability. and i know that’s what our dedicated jobcentre staff want to help people achieve – peace of mind and a path to building a fulfilling future. i want to make sure that everyone who needs jobcentre support knows how to access it and that they trust us to help them whatever their circumstances. as well as continuing her fact finding tour to establish how universal credit is working in local communities across the united kingdom amber rudd heard from staff in chippenham about how they were helping homeless people access support. and jobcentre workers in taunton told her about their efforts to encourage employers to be disability confident opening up their jobs to people with disabilities and health conditions. since her appointment in november amber rudd has been reviewing the government’s key welfare reform universal credit which replaces 6 different benefits with one single payment. earlier this year amber rudd announced that the government would not extend the 2 child limit on universal credit for children born before april 2017 when the policy came into effect benefiting around 15 000 families. she also announced changes designed to make universal credit fairer including pilot schemes to provide more frequent payments for new claimants a new online system for private landlords and a more flexible approach to childcare provisions. contact press office press office caxton house tothill street london sw1h 9na london press office (national media and london area enquiries only – not questions about personal claims) 020 3267 5144 out of hours (journalists only) 07623 928 975 england and wales (local media enquiries) 029 20 586 then 097 or 098 or 099 scotland (local media enquiries) 0131 310 1122 follow dwp on: twitter facebook linkedin youtube,9,5
